name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
4102	Venus BUSD	vBUSD	$0.020080.02%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071178	2.73%	14.44%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711298	8.43%	9.96%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$545.74	0.03%	23.36%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	15.00%	19.70%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.51%	25.60%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005899	5.60%	43.59%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.52%	14.13%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2470316.24%	0.70%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.119264	19.04%	21.03%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026791	14.90%	1.43%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.58	7.16%	6.62%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.508170 21.03% 7.37%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757997 0.00% -0.75%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 -0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.16 34.54% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998692 -33.29% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.07%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.02%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071178	2.73%	14.44%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711298	8.43%	9.96%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$545.74	0.03%	23.36%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	15.00%	19.70%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.51%	25.60%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005899	5.60%	43.59%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.52%	14.13%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2470316.24%	0.70%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.119264	19.04%	21.03%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026791	14.90%	1.43%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.58	7.16%	6.62%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.508170 21.03% 7.37%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757997 0.00% -0.75%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 -0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.16 34.54% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998692 -33.29% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.02%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071178	2.73%	14.44%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711298	8.43%	9.96%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$545.74	0.03%	23.36%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	15.00%	19.70%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.51%	25.60%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005899	5.60%	43.59%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.52%	14.13%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2470316.24%	0.70%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.119264	19.04%	21.03%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026791	14.90%	1.43%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.58	7.16%	6.62%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.508170 21.03% 7.37%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757997 0.00% -0.75%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 -0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.16 34.54% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998692 -33.29% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.02%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071178	2.73%	14.44%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711298	8.43%	9.96%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$545.74	0.03%	23.36%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	15.00%	19.70%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.51%	25.60%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005899	5.60%	43.59%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.52%	14.13%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2470316.24%	0.70%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.119264	19.04%	21.03%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026791	14.90%	1.43%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.58	7.16%	6.62%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.508170 21.03% 7.37%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757997 0.00% -0.75%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 -0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.16 34.54% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998692 -33.29% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.04%	0.09%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071497	3.04%	14.02%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709847.87%	9.69%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$544.66	0.41%	22.75%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	14.89%	19.81%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.68	4.29%	25.63%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005903	5.22%	43.47%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.48	15.76%	16.05%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248034	16.67%	0.23%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.118695	18.05%	20.02%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026798	15.13%	1.86%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.77	7.18%	7.03%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.507370 20.72% 8.38%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.758021 0.00% -0.91%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.15 33.75% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998724 -30.82% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.04%	0.09%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071497	3.04%	14.02%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709847.87%	9.69%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$544.66	0.41%	22.75%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	14.89%	19.81%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.68	4.29%	25.63%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005903	5.22%	43.47%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.48	15.76%	16.05%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248034	16.67%	0.23%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.118695	18.05%	20.02%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026798	15.13%	1.86%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.77	7.18%	7.03%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.507370 20.72% 8.38%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.758021 0.00% -0.91%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.15 33.75% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998724 -30.82% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020085	0.04%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.04%	0.09%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071497	3.04%	14.02%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709847.87%	9.69%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$544.66	0.41%	22.75%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	14.89%	19.81%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.68	4.29%	25.63%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005903	5.22%	43.47%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.48	15.76%	16.05%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248034	16.67%	0.23%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.118695	18.05%	20.02%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026798	15.13%	1.86%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.77	7.18%	7.03%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.507370 20.72% 8.38%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.758021 0.00% -0.91%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.15 33.75% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998724 -30.82% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020085	0.04%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.04%	0.09%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071497	3.04%	14.02%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709847.87%	9.69%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$544.66	0.41%	22.75%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	14.89%	19.81%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
